id,limit_bal,sex,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,util_1,pay_ratio_1,util_2,pay_ratio_2,util_3,pay_ratio_3,util_4,pay_ratio_4,util_5,pay_ratio_5,util_6,pay_ratio_6,avg_util,misspay_cnt
23147,290000,2,3,2,47,-1,-1,-1,-1,0,0,1163,6619,0,28974,7524,0,6650,0,28974,0,0,0,0.004010344827586207,5.717970765262253,0.022824137931034483,0.0,0.0,28974.0,0.0999103448275862,0.0,0.025944827586206896,0.0,0.0,0.0,0.025448275862068964,0
16839,30000,1,2,2,43,2,2,2,2,2,2,14697,17332,16770,18483,17888,19097,3200,0,2300,0,1500,0,0.4899,0.21773150983193848,0.5777333333333333,0.0,0.559,0.13714967203339296,0.6161,0.0,0.5962666666666666,0.0838550983899821,0.6365666666666666,0.0,0.5792611111111111,6
4889,160000,2,2,1,28,0,0,0,0,0,0,6031,7057,7912,8080,8250,8565,1280,1132,300,300,452,312,0.03769375,0.21223677665395457,0.04410625,0.16040810542723538,0.04945,0.037917087967644085,0.0505,0.03712871287128713,0.0515625,0.05478787878787879,0.05353125,0.03642732049036777,0.047807291666666675,0
13089,180000,2,1,2,29,-1,-1,-1,-1,-1,-1,10447,18006,4815,10060,49264,5983,18006,5860,11470,49613,5983,7133,0.05803888888888889,1.7235570020101465,0.10003333333333334,0.32544707319782296,0.02675,2.382139148494289,0.05588888888888889,4.931709741550696,0.27368888888888887,0.1214477102955505,0.03323888888888889,1.192211265251546,0.09127314814814814,0
25811,250000,2,1,2,35,-1,-1,0,0,0,0,964,69000,63462,45710,43537,38367,69032,2138,1566,1582,1318,1630,0.003856,71.60995850622406,0.276,0.03098550724637681,0.253848,0.024676184173206012,0.18284,0.03460949464012251,0.174148,0.030273101040494292,0.153468,0.042484426720879924,0.17402666666666666,0
14687,210000,2,2,1,38,-2,-2,-2,-2,-2,-2,390,780,0,0,4853,5190,780,0,0,4853,5190,0,0.0018571428571428571,2.0,0.0037142857142857142,0.0,0.0,0.0,0.0,4853.0,0.02310952380952381,1.0694415825262724,0.024714285714285713,0.0,0.00889920634920635,0
8084,220000,1,1,1,36,-1,-1,-1,-1,0,-1,16783,4861,2267,1350,925,11597,4880,2267,1350,0,11597,178577,0.07628636363636364,0.29077042245129,0.022095454545454547,0.4663649454844682,0.010304545454545455,0.5955006616674019,0.006136363636363636,0.0,0.004204545454545455,12.537297297297297,0.052713636363636365,15.398551349486937,0.028623484848484853,0
20114,20000,2,2,1,45,0,0,2,0,0,0,25102,27906,26153,26745,26359,25974,3550,0,2400,1000,1000,8000,1.2551,0.1414229941837304,1.3953,0.0,1.30765,0.09176767483653883,1.33725,0.03739016638624042,1.31795,0.037937706286277934,1.2987,0.308000308000308,1.3186583333333333,1
16473,130000,2,3,2,50,-1,-1,-1,-1,0,0,390,52180,206,3265,5661,7026,107767,206,3265,3000,2000,2000,0.003,276.325641025641,0.4013846153846154,0.003947872748179379,0.0015846153846153846,15.849514563106796,0.025115384615384616,0.9188361408882083,0.043546153846153846,0.35329447094152977,0.05404615384615385,0.2846569883290635,0.0881128205128205,0
11299,360000,1,1,2,32,0,0,0,0,0,0,26833,23626,20571,15423,15001,14917,1722,2636,1006,1003,1011,2003,0.07453611111111111,0.06417471024484776,0.06562777777777777,0.11157199695250995,0.05714166666666667,0.04890379660687375,0.04284166666666667,0.06503274330545289,0.041669444444444446,0.06739550696620225,0.04143611111111111,0.13427632902058054,0.053875462962962965,0
18036,100000,1,2,2,38,2,0,0,0,0,-1,106989,98751,32099,18811,9960,10000,3910,1733,1000,1149,10000,0,1.06989,0.03654581312097505,0.98751,0.017549189375297466,0.32099,0.031153618492787936,0.18811,0.06108128222848334,0.0996,1.0040160642570282,0.1,0.0,0.4610166666666667,1
14064,120000,1,1,2,31,-1,-1,-1,-1,-1,-1,1316,1316,1316,533,4116,9834,1316,1316,533,4116,9834,7100,0.010966666666666666,1.0,0.010966666666666666,1.0,0.010966666666666666,0.40501519756838905,0.004441666666666667,7.722326454033771,0.0343,2.389212827988338,0.08195,0.7219849501728697,0.02559861111111111,0
7601,20000,2,2,3,46,1,-2,-1,0,0,-1,0,0,390,390,390,150,0,390,0,0,150,390,0.0,0.0,0.0,390.0,0.0195,0.0,0.0195,0.0,0.0195,0.38461538461538464,0.0075,2.6,0.011000000000000001,1
11970,260000,2,1,1,35,0,0,0,0,0,0,51133,60247,63615,71839,75506,78647,10000,5000,10000,5000,5000,10000,0.1966653846153846,0.19556841961160112,0.23171923076923076,0.08299168423323983,0.2446730769230769,0.15719562996148706,0.2763038461538462,0.06960007795208731,0.2904076923076923,0.06621990305406193,0.30248846153846154,0.12715043167571555,0.2570429487179487,0
3878,50000,2,2,2,23,0,0,0,0,0,0,47662,41023,42162,6765,19286,9558,2000,2102,255,3000,191,0,0.95324,0.0419621501405732,0.82046,0.051239548545937645,0.84324,0.006048100185000712,0.1353,0.4434589800443459,0.38572,0.009903556984340972,0.19116,0.0,0.5548533333333333,0
3107,500000,2,2,1,39,-1,-1,-1,-1,-1,-1,36550,18752,22376,39018,4233,397,18795,22398,39041,4233,397,28337,0.0731,0.5142270861833106,0.037504,1.1944325938566553,0.044752,1.7447711834107973,0.078036,0.10848838997385822,0.008466,0.09378691235530356,0.000794,71.37783375314862,0.040442,0
12346,50000,2,2,1,29,2,3,2,0,0,0,50136,50044,46543,19359,17850,18203,1000,5,661,770,800,763,1.00272,0.019945747566618797,1.00088,9.991207737191271e-05,0.93086,0.01420192080441742,0.38718,0.03977478175525595,0.357,0.04481792717086835,0.36406,0.041916167664670656,0.6737833333333333,3
20708,10000,1,2,1,44,0,0,0,0,0,0,6436,6398,5295,5635,8735,6745,3012,2000,3009,4000,0,0,0.6436,0.4679925419515227,0.6398,0.31259768677711786,0.5295,0.568271954674221,0.5635,0.709849157054126,0.8735,0.0,0.6745,0.0,0.6540666666666667,0
20175,390000,2,1,1,39,0,0,-1,-1,-1,-1,42721,22836,24266,6088,2500,828,12041,24353,6118,2550,828,0,0.10954102564102564,0.28185201657264575,0.05855384615384615,1.0664301979330881,0.06222051282051282,0.25212231105250144,0.01561025641025641,0.4188567674113009,0.00641025641025641,0.3312,0.0021230769230769233,0.0,0.04240982905982906,0
13218,320000,2,1,1,42,1,2,2,0,0,0,318844,324589,320622,252323,253557,256525,10000,450,7025,7161,8000,6883,0.9963875,0.03136329992096448,1.014340625,0.0013863686076854113,1.00194375,0.021910536394882447,0.788509375,0.02838029034214083,0.792365625,0.031551091076168276,0.801640625,0.026831692817464184,0.8991979166666666,3
28028,240000,2,2,1,32,1,-2,-2,-1,-1,-1,0,0,0,262,0,1389,0,0,262,0,1389,0,0.0,0.0,0.0,0.0,0.0,262.0,0.0010916666666666666,0.0,0.0,1389.0,0.0057875,0.0,0.0011465277777777778,1
18514,60000,2,2,1,24,2,2,0,0,0,0,28600,27073,27396,27499,28060,27472,0,1460,1439,1000,1014,1078,0.4766666666666667,0.0,0.45121666666666665,0.053928268016104605,0.4566,0.05252591619214484,0.45831666666666665,0.03636495872577185,0.4676666666666667,0.03613684960798289,0.45786666666666664,0.03923995340710542,0.4613888888888889,2
24344,290000,1,2,1,36,0,0,0,0,0,0,154923,159186,323836,112929,62375,63637,6507,6400,4490,2000,2306,2912,0.5342172413793104,0.04200151042776089,0.5489172413793103,0.040204540600304046,1.1166758620689654,0.013865042799441693,0.3894103448275862,0.017710242718876463,0.21508620689655172,0.03696993987975952,0.21943793103448275,0.045759542404575956,0.5039574712643679,0
10690,50000,2,1,2,27,-1,-1,-1,-1,-1,-1,451,-49,6258,1032,2766,1401,0,6307,1035,3164,1405,1507,0.00902,0.0,-0.00098,-128.71428571428572,0.12516,0.1653883029721956,0.02064,3.065891472868217,0.05532,0.5079537237888648,0.02802,1.0756602426837973,0.039529999999999996,0
9659,280000,2,1,2,36,1,-2,-2,-1,-1,-2,124,0,0,428,0,0,0,0,428,0,0,0,0.00044285714285714284,0.0,0.0,0.0,0.0,428.0,0.0015285714285714286,0.0,0.0,0.0,0.0,0.0,0.00032857142857142856,1
4627,210000,1,2,2,28,0,0,0,-2,-2,-2,5373,6200,0,0,0,0,1000,0,0,0,0,0,0.025585714285714285,0.18611576400521124,0.029523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009184920634920634,0
16152,60000,2,2,1,38,0,0,-2,-1,-1,-1,21261,2522,0,1411,1455,4486,2522,0,1411,1455,4486,11961,0.35435,0.11862094915573115,0.04203333333333333,0.0,0.0,1411.0,0.02351666666666667,1.0311835577604536,0.02425,3.0831615120274916,0.07476666666666666,2.666295140436915,0.08648611111111111,0
9824,50000,2,3,1,48,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,0,0.0078,1.0,0.0078,1.0,0.0078,1.0,0.0078,1.0,0.0078,1.0,0.0078,0.0,0.0078000000000000005,0
7387,150000,2,2,1,33,1,2,0,0,0,0,42932,42010,46007,47978,49100,50181,0,5000,3000,2000,2000,2000,0.2862133333333333,0.0,0.2800666666666667,0.11901928112354201,0.30671333333333334,0.06520746842871737,0.3198533333333333,0.04168577264579599,0.3273333333333333,0.04073319755600815,0.33454,0.03985572228532712,0.30912,2
7738,360000,2,1,1,41,0,0,0,0,0,0,100608,95511,96288,100251,99983,122578,4000,6000,5000,4000,80000,5000,0.27946666666666664,0.03975826972010178,0.2653083333333333,0.06281998932060182,0.2674666666666667,0.051927550681289465,0.278475,0.03989985137305364,0.27773055555555554,0.8001360231239311,0.34049444444444443,0.04079035389711041,0.28482361111111115,0
18546,160000,2,2,2,25,-1,-1,-1,-1,0,0,1532,0,465,1791,1644,956,0,465,1792,33,0,2394,0.009575,0.0,0.0,465.0,0.00290625,3.8537634408602153,0.01119375,0.018425460636515914,0.010275,0.0,0.005975,2.50418410041841,0.006654166666666667,0
26947,60000,1,1,1,38,1,-2,-2,-2,-1,-1,0,0,0,0,1040,0,0,0,0,1040,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040.0,0.017333333333333333,0.0,0.0,0.0,0.0028888888888888888,1
3056,230000,2,1,2,40,-2,-2,-2,-2,-2,-2,360,0,0,0,0,0,0,0,0,0,0,0,0.001565217391304348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026086956521739134,0
27219,200000,1,3,2,31,0,0,0,-2,-1,0,6492,6069,-202,1201,1200,0,1050,0,1302,100,0,0,0.03246,0.16173752310536044,0.030345,0.0,-0.00101,-6.445544554455446,0.006005,0.08326394671107411,0.006,0.0,0.0,0.0,0.0123,0
28901,360000,2,1,2,28,0,0,0,0,0,0,79161,81260,83055,85662,87458,86393,4000,4000,4000,4000,3300,5199,0.21989166666666668,0.05052993266886472,0.2257222222222222,0.049224710804824025,0.23070833333333332,0.048160857263259284,0.23795,0.04669515070859891,0.2429388888888889,0.0377323972649729,0.23998055555555556,0.06017848668294885,0.23286527777777777,0
20026,70000,2,2,2,30,-1,0,0,0,0,0,2429,3878,4957,6209,6338,6587,1500,1300,1500,380,500,500,0.0347,0.6175380815150268,0.0554,0.33522434244455906,0.07081428571428572,0.30260238047205973,0.0887,0.06120148172008375,0.09054285714285715,0.07888923950773115,0.0941,0.07590708972218005,0.07237619047619048,0
18119,210000,1,2,1,48,0,0,0,0,0,0,186004,169351,163576,115854,111606,120885,8100,7000,4000,5000,105015,4100,0.8857333333333334,0.043547450592460374,0.8064333333333333,0.04133427024345885,0.7789333333333334,0.024453465055998436,0.5516857142857143,0.04315776753500095,0.5314571428571429,0.9409440352669212,0.5756428571428571,0.033916532241386445,0.6883142857142857,0
26326,120000,2,2,1,42,-2,-2,-2,-2,-2,-2,0,338,488,137,324,471,338,488,137,324,471,0,0.0,338.0,0.0028166666666666665,1.4437869822485208,0.004066666666666666,0.2807377049180328,0.0011416666666666667,2.3649635036496353,0.0027,1.4537037037037037,0.003925,0.0,0.002441666666666667,0
26722,340000,1,2,2,25,0,0,0,0,0,0,170717,174026,177359,173334,176605,180205,6401,6501,6101,6201,6501,6601,0.5021088235294118,0.03749480133788668,0.5118411764705882,0.037356486961718366,0.5216441176470589,0.03439915651306108,0.5098058823529412,0.03577486240437537,0.5194264705882353,0.03681096231703519,0.5300147058823529,0.036630504148053605,0.515806862745098,0
8659,350000,2,3,1,31,0,0,0,-1,-1,-1,144718,214075,102601,99735,107130,0,100012,62635,99735,107130,0,0,0.41348,0.6910819663068865,0.6116428571428572,0.2925843746350578,0.2931457142857143,0.972066549058976,0.28495714285714285,1.0741464881937133,0.3060857142857143,0.0,0.0,0.0,0.31821857142857146,0
18426,70000,2,2,2,23,2,3,2,2,0,0,64655,63031,64440,62816,63473,65112,0,3000,0,2300,2661,2035,0.9236428571428571,0.0,0.9004428571428571,0.04759562754834922,0.9205714285714286,0.0,0.8973714285714286,0.03661487519103413,0.9067571428571428,0.04192333748207899,0.9301714285714285,0.03125383953802678,0.9131595238095239,4
10167,60000,1,2,2,26,0,0,0,0,2,0,23146,23868,26447,28109,28720,28308,1400,3000,2100,1200,1200,2000,0.38576666666666665,0.060485613064892425,0.3978,0.1256913021618904,0.44078333333333336,0.07940409120127047,0.4684833333333333,0.042690953075527414,0.4786666666666667,0.04178272980501393,0.4718,0.07065140596297867,0.44055,1
28161,260000,2,1,2,29,0,0,-1,0,0,0,78341,44155,27779,27738,27923,28143,10000,30150,2000,3000,2000,2000,0.30131153846153846,0.12764708134948494,0.16982692307692307,0.6828218774770695,0.1068423076923077,0.07199683213938586,0.10668461538461538,0.1081548777849881,0.10739615384615385,0.07162554166815886,0.1082423076923077,0.07106562910848169,0.15005064102564103,0
4449,30000,1,3,2,25,-2,-2,-2,-2,-2,-2,780,0,390,749,390,0,0,390,749,390,0,805,0.026,0.0,0.0,390.0,0.013,1.9205128205128206,0.024966666666666668,0.520694259012016,0.013,0.0,0.0,805.0,0.012827777777777778,0
26153,290000,2,3,2,35,0,0,0,0,0,0,159165,167485,167930,171146,174889,179149,11000,5600,5500,5500,6000,5500,0.5488448275862069,0.06911067131593,0.5775344827586207,0.03343583007433502,0.5790689655172414,0.032751741797177394,0.5901586206896552,0.032136304675540184,0.6030655172413794,0.034307475027017136,0.6177551724137931,0.03070070165058136,0.5860712643678161,0
23,70000,2,2,2,26,2,0,0,2,2,2,41087,42445,45020,44006,46905,46012,2007,3582,0,3601,0,1820,0.5869571428571428,0.04884756735707158,0.6063571428571428,0.08439156555542467,0.6431428571428571,0.0,0.6286571428571428,0.08182975048856975,0.6700714285714285,0.0,0.6573142857142857,0.039554898722072504,0.6320833333333334,4
23799,500000,2,3,2,53,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1150,0,0,0,0,1150,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,0.0023,0.0,0.00038333333333333334,0
23132,50000,2,3,1,34,0,0,0,0,0,0,24203,23708,23609,22675,21628,20576,1367,1741,1280,706,700,776,0.48406,0.05648060157831674,0.47416,0.0734351273831618,0.47218,0.054216612308865264,0.4535,0.03113561190738699,0.43256,0.03236545219160348,0.41152,0.03771384136858476,0.45466333333333336,0
28745,150000,2,1,1,30,0,0,0,0,0,2,114797,117393,120002,122013,131426,134676,4500,4500,4000,11000,5000,3500,0.7653133333333333,0.039199630652368964,0.78262,0.038332779637627455,0.8000133333333334,0.03333277778703688,0.81342,0.09015432781752764,0.8761733333333334,0.038044222604355304,0.89784,0.02598829784074371,0.8225633333333334,1
4033,170000,2,1,1,45,0,0,0,0,0,0,165243,156688,151405,127090,126388,126399,7067,6443,4617,4711,4673,4603,0.9720176470588235,0.04276731843406377,0.9216941176470588,0.04111993260492188,0.8906176470588235,0.03049436940655857,0.7475882352941177,0.03706821937209851,0.7434588235294117,0.03697344684621958,0.7435235294117647,0.036416427345153046,0.8364833333333332,0
26523,140000,2,3,1,52,0,0,0,0,0,0,76902,70841,61422,52576,51301,48202,3000,2200,2400,2000,2050,2150,0.5493,0.03901068892876648,0.5060071428571429,0.03105546223232309,0.4387285714285714,0.039073947445540685,0.3755428571428571,0.03804017041996348,0.3664357142857143,0.03996023469328083,0.3443,0.04460395834197751,0.430052380952381,0
14187,120000,1,2,1,51,0,0,0,0,0,2,115771,118818,119395,108802,99988,84253,5829,5900,4100,7100,0,17400,0.9647583333333334,0.050349396653738845,0.99015,0.0496557760608662,0.9949583333333333,0.03433979647388919,0.9066833333333333,0.06525615337953347,0.8332333333333334,0.0,0.7021083333333333,0.20652083605331562,0.8986486111111112,1
973,180000,2,3,1,39,2,2,2,2,2,0,10159,12689,12183,13979,13621,14809,2710,0,2000,0,2000,2000,0.056438888888888886,0.2667585392263018,0.07049444444444444,0.0,0.06768333333333333,0.16416317819912993,0.07766111111111111,0.0,0.07567222222222222,0.14683209749651274,0.08227222222222222,0.13505300830576,0.0717037037037037,5
12631,80000,2,2,2,27,0,0,0,0,0,0,64561,47041,25439,26140,28833,28459,2176,1299,1000,3000,981,2000,0.8070125,0.03370455847957746,0.5880125,0.02761420888161391,0.3179875,0.039309721294076026,0.32675,0.11476664116296863,0.3604125,0.03402351472271356,0.3557375,0.07027653817772936,0.45931875,0
28599,220000,2,1,1,38,1,2,2,0,0,0,171784,177468,173233,176859,182393,187446,10000,0,8000,10000,8000,12000,0.7808363636363637,0.05821263912820752,0.8066727272727273,0.0,0.7874227272727272,0.04618057760357438,0.8039045454545455,0.056542217246507105,0.8290590909090909,0.04386133239762491,0.8520272727272727,0.06401843730994526,0.8099871212121212,3
28253,100000,2,3,1,48,-1,-1,-1,-1,-1,-1,390,5333,15798,390,2265,1823,5333,15798,390,2265,1823,780,0.0039,13.674358974358974,0.05333,2.962310144384024,0.15798,0.024686669198632737,0.0039,5.8076923076923075,0.02265,0.8048565121412804,0.01823,0.42786615469007133,0.043331666666666664,0
16316,30000,2,2,1,45,-1,-1,2,2,-2,-2,390,780,780,0,0,0,780,0,0,0,0,0,0.013,2.0,0.026,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010833333333333334,2
20594,140000,1,3,2,29,0,0,0,0,0,0,7307,11718,5280,8166,18002,22262,5000,3000,3000,10000,5000,2500,0.052192857142857145,0.6842753524018065,0.0837,0.2560163850486431,0.037714285714285714,0.5681818181818182,0.05832857142857143,1.224589762429586,0.12858571428571428,0.2777469170092212,0.15901428571428572,0.11229898481717725,0.0865892857142857,0
8424,500000,1,1,1,43,-1,-1,2,-1,-1,0,14132,35814,20089,28077,132588,115442,35820,18,28077,132588,28500,20000,0.028264,2.534673082366261,0.071628,0.0005025967498743508,0.040178,1.397630544078849,0.056154,4.722299390960573,0.265176,0.21495157932844602,0.230884,0.17324717173992135,0.11538066666666667,1
313,20000,1,1,2,40,0,0,0,2,0,0,10934,13738,16567,10411,13057,14340,3000,3100,0,3000,1500,0,0.5467,0.27437351381013353,0.6869,0.22565147765322463,0.82835,0.0,0.52055,0.28815675727595813,0.65285,0.11488090679329095,0.717,0.0,0.658725,1
14955,20000,1,2,2,40,1,2,2,2,3,2,15476,16533,15975,17903,17336,16910,1600,0,2500,0,0,2000,0.7738,0.10338588782631171,0.82665,0.0,0.79875,0.1564945226917058,0.89515,0.0,0.8668,0.0,0.8455,0.11827321111768184,0.8344416666666667,6
24094,210000,1,2,2,28,2,0,0,-1,0,0,209479,211302,-4244,205759,151849,150221,10000,2572,213509,6022,5817,4048,0.9975190476190476,0.047737482038772386,1.0062,0.012172151707035428,-0.02020952380952381,-50.30843543826579,0.979804761904762,0.029267249549229924,0.7230904761904762,0.03830779260976365,0.7153380952380952,0.026946964805187025,0.7336238095238095,1
77,50000,1,3,2,25,-1,0,0,0,0,0,42838,37225,36087,9636,9590,10030,1759,1779,320,500,1000,1000,0.85676,0.041061674214482466,0.7445,0.04779046339825386,0.72174,0.008867459195832294,0.19272,0.05188875051888751,0.1918,0.10427528675703858,0.2006,0.09970089730807577,0.4846866666666667,0
9712,50000,2,2,1,54,0,0,0,0,0,0,48403,48119,43590,18264,18659,18918,2020,3128,1000,656,645,630,0.96806,0.041732950436956386,0.96238,0.06500550718011597,0.8718,0.022941041523285157,0.36528,0.03591765221200175,0.37318,0.03456776890508602,0.37836,0.03330161750713606,0.6531766666666666,0
23517,180000,2,2,1,34,-2,-2,-2,-2,-2,-2,10485,274,9333,26656,274,1624,274,9333,26656,274,1624,274,0.05825,0.026132570338578923,0.0015222222222222221,34.06204379562044,0.05185,2.856102003642987,0.14808888888888888,0.010279111644657862,0.0015222222222222221,5.927007299270073,0.009022222222222221,0.1687192118226601,0.045042592592592585,0
14427,470000,1,1,1,33,-1,-1,-1,-1,0,0,1260,2516,181,3011,2891,3502,2530,181,3020,1804,1517,1958,0.002680851063829787,2.007936507936508,0.005353191489361702,0.071939586645469,0.0003851063829787234,16.685082872928177,0.006406382978723404,0.5991364995018267,0.006151063829787234,0.5247319266689727,0.007451063829787234,0.5591090805254141,0.004737943262411347,0
7724,280000,1,2,1,37,0,0,0,0,0,0,196807,193629,195583,189545,184042,183287,7005,10023,7047,7023,7012,7017,0.7028821428571429,0.03559324617518686,0.6915321428571428,0.0517639403188572,0.6985107142857143,0.03603073886789752,0.6769464285714286,0.03705188741459812,0.6572928571428571,0.03809999891329153,0.6545964285714285,0.03828422092128738,0.6802934523809524,0
