id,limit_bal,sex,education,marriage,age,pay_1,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt1,bill_amt2,bill_amt3,bill_amt4,bill_amt5,bill_amt6,pay_amt1,pay_amt2,pay_amt3,pay_amt4,pay_amt5,pay_amt6,util_1,pay_ratio_1,util_2,pay_ratio_2,util_3,pay_ratio_3,util_4,pay_ratio_4,util_5,pay_ratio_5,util_6,pay_ratio_6,avg_util,misspay_cnt,target
23788,30000,2,2,1,49,1,2,-1,-1,-1,2,10440,9972,16073,6342,8073,1731,0,16101,6342,1731,0,5517,0.348,0.0,0.3324,1.614620938628159,0.5357666666666666,0.394574752690848,0.2114,0.2729422894985809,0.2691,0.0,0.0577,3.1871750433275565,0.29239444444444446,3,0
4145,200000,2,1,2,42,-1,-1,2,-1,-1,-1,660,1320,660,1320,1320,1710,1320,0,1320,1320,1710,27077,0.0033,2.0,0.0066,0.0,0.0033,2.0,0.0066,1.0,0.0066,1.2954545454545454,0.00855,15.834502923976608,0.005825,1,1
174,50000,2,1,2,24,1,-2,-2,-2,-2,-2,-709,-709,-709,-2898,-3272,-3272,0,0,0,0,0,0,-0.01418,-0.0,-0.01418,-0.0,-0.01418,-0.0,-0.05796,-0.0,-0.06544,-0.0,-0.06544,-0.0,-0.03856333333333333,1,1
17346,130000,2,2,1,34,0,0,0,0,-2,-2,41379,24462,15720,0,0,0,3057,1047,0,0,0,0,0.3183,0.07387805408540564,0.18816923076923078,0.04280107922492028,0.12092307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10456538461538462,0,0
1093,210000,1,3,1,29,1,2,0,0,0,0,198510,194040,199393,194538,195990,194136,0,10000,7000,8000,8000,7200,0.9452857142857143,0.0,0.924,0.05153576582148011,0.9494904761904762,0.03510654837431605,0.9263714285714286,0.04112307107094758,0.9332857142857143,0.040818409102505226,0.9244571428571429,0.037087402645568056,0.9338150793650793,2,0
25228,90000,2,1,2,24,0,0,0,0,0,0,53173,19825,20840,21023,20776,21055,1324,1339,1638,890,763,769,0.5908111111111111,0.02489985518966393,0.22027777777777777,0.06754098360655737,0.23155555555555554,0.07859884836852207,0.2335888888888889,0.04233458592969605,0.23084444444444444,0.036725067385444746,0.23394444444444445,0.03652339111849917,0.29017037037037036,0,0
28605,30000,2,3,1,45,2,-1,-1,2,0,0,15667,12110,14904,14340,15131,16909,12110,3000,0,1000,2000,0,0.5222333333333333,0.7729622773983532,0.4036666666666667,0.2477291494632535,0.4968,0.0,0.478,0.0697350069735007,0.5043666666666666,0.13217897032582115,0.5636333333333333,0.0,0.4947833333333333,2,1
8748,160000,1,1,1,41,-2,-2,-1,-1,-2,-1,155458,157690,150209,151343,154456,157632,7200,6100,5300,5400,165759,4872,0.9716125,0.046314760256789614,0.9855625,0.038683492929164814,0.93880625,0.03528417072212717,0.94589375,0.035680540229809106,0.96535,1.0731794167918371,0.9852,0.030907429963459195,0.9654041666666666,0,0
1424,200000,2,3,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
12999,150000,2,2,2,26,0,0,-1,-1,-2,-1,9189,4359,4880,0,0,2250,2000,4880,0,0,2250,0,0.06126,0.2176515398846447,0.02906,1.1195228263363157,0.03253333333333333,0.0,0.0,0.0,0.0,2250.0,0.015,0.0,0.022975555555555555,0,0
6165,390000,2,2,2,37,0,0,0,0,0,0,324452,309369,269703,266017,271657,245958,13106,10111,10005,11000,9007,9000,0.8319282051282051,0.040394264791093905,0.7932538461538462,0.03268265404743203,0.6915461538461538,0.037096361553264144,0.6820948717948718,0.04135074074213302,0.6965564102564102,0.03315578100325042,0.6306615384615385,0.03659161320225404,0.7210068376068376,0,0
10000,230000,1,2,1,36,0,0,0,0,0,0,19505,20715,19750,19506,19255,17479,3000,3000,3000,3000,3000,3000,0.08480434782608695,0.15380671622660858,0.09006521739130435,0.14482259232440262,0.08586956521739131,0.1518987341772152,0.08480869565217392,0.15379883112888343,0.08371739130434783,0.15580368735393405,0.07599565217391305,0.17163453286801306,0.08421014492753622,0,0
7042,50000,1,2,1,51,0,0,0,0,0,0,31281,30832,20497,19465,18474,20096,2556,1582,811,700,2318,1101,0.62562,0.08171094274479716,0.61664,0.051310326933056566,0.40994,0.039566765868175834,0.3893,0.03596198304649371,0.36948,0.12547363862725994,0.40192,0.054787022292993634,0.46881666666666666,0,0
17789,140000,1,3,1,58,2,0,0,0,0,0,98985,98702,96753,94310,92182,88818,4520,4034,5050,6034,3202,5000,0.7070357142857143,0.045663484366318126,0.7050142857142857,0.04087049907803287,0.6910928571428572,0.05219476398664641,0.6736428571428571,0.06398048987382038,0.6584428571428571,0.034735631685144604,0.6344142857142857,0.05629489517890518,0.6782738095238096,1,0
9485,70000,1,1,2,26,0,0,0,-1,0,0,35666,18116,18397,17262,24921,0,5000,17831,17262,15001,0,11672,0.5095142857142857,0.14018953625301409,0.2588,0.9842680503422389,0.2628142857142857,0.9383051584497473,0.2466,0.8690186536901865,0.3560142857142857,0.0,0.0,11672.0,0.27229047619047614,0,0
19089,20000,2,2,2,27,-1,2,0,0,0,2,20556,19403,13536,17623,18662,10243,8,2072,15000,1500,0,10000,1.0278,0.0003891807744697412,0.97015,0.1067876101633768,0.6768,1.1081560283687943,0.88115,0.08511604153662827,0.9331,0.0,0.51215,0.9762764814995607,0.833525,2,0
5201,60000,2,1,2,34,0,0,0,0,0,0,55447,48270,41087,25518,26276,27012,2178,1511,1200,1300,1300,1252,0.9241166666666667,0.03928075459447761,0.8045,0.03130308680339756,0.6847833333333333,0.029206318300192276,0.4253,0.05094443138176973,0.43793333333333334,0.049474805906530674,0.4502,0.046349770472382645,0.621138888888889,0,1
2412,360000,1,1,2,35,-1,-1,-1,-1,-2,-1,2010,2936,640,0,0,4750,2936,640,0,0,4750,1470,0.005583333333333333,1.4606965174129354,0.008155555555555555,0.21798365122615804,0.0017777777777777779,0.0,0.0,0.0,0.0,4750.0,0.013194444444444444,0.3094736842105263,0.004785185185185185,0,0
23642,180000,2,1,2,35,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,-0.0001,-0.0,-0.0001,-0.0,-0.0001,-0.0,-0.0001,-0.0,-0.0001,-0.0,-0.0001,-0.0,-0.0001,1,1
9745,20000,1,2,2,27,0,0,0,0,0,0,18860,17904,15300,12776,3585,0,1360,1206,256,72,0,0,0.943,0.07211028632025451,0.8952,0.06735924932975872,0.765,0.01673202614379085,0.6388,0.005635566687539136,0.17925,0.0,0.0,0.0,0.5702083333333333,0,0
26628,60000,1,2,2,24,2,0,0,0,0,0,27019,25100,21023,16973,12410,11944,1686,2000,1000,1000,6000,5000,0.45031666666666664,0.06240053295828861,0.41833333333333333,0.0796812749003984,0.3503833333333333,0.04756695048280455,0.2828833333333333,0.05891710363518529,0.20683333333333334,0.48348106365834004,0.19906666666666667,0.4186202277294039,0.31796944444444447,1,1
23058,170000,2,2,2,29,0,0,0,0,0,0,69314,65083,67062,68188,56454,58453,2330,3028,2847,2600,3400,2045,0.4077294117647059,0.033615142684017656,0.38284117647058824,0.04652520627506415,0.39448235294117645,0.04245325221436879,0.4011058823529412,0.03812987622455564,0.3320823529411765,0.06022602472809721,0.34384117647058826,0.03498537286366825,0.3770137254901961,0,0
19754,310000,2,1,1,36,0,0,0,0,0,0,101941,71874,70459,72958,55547,30970,3016,3031,10091,1429,1500,10207,0.328841935483871,0.029585740771622803,0.2318516129032258,0.04217102150986449,0.22728709677419354,0.14321804169800878,0.2353483870967742,0.01958661147509526,0.17918387096774194,0.027004158640430626,0.09990322580645161,0.3295770100096868,0.2170693548387097,0,0
20508,160000,1,5,1,28,0,0,0,0,0,0,154412,157364,157834,159877,155545,147330,7028,5823,4764,4251,4348,5000,0.965075,0.04551459731108981,0.983525,0.03700338069698279,0.9864625,0.03018361062888858,0.99923125,0.026589190440150866,0.97215625,0.027953325404223857,0.9208125,0.033937419398628925,0.9712104166666667,0,0
23979,30000,1,2,2,23,0,0,2,2,0,0,14404,32852,17113,4818,4818,0,3196,2000,0,0,0,0,0.48013333333333336,0.22188281033046375,1.0950666666666666,0.060879094119079505,0.5704333333333333,0.0,0.1606,0.0,0.1606,0.0,0.0,0.0,0.41113888888888894,2,0
14596,50000,1,2,1,28,0,0,2,0,0,0,96393,100459,96051,18051,18767,19462,5800,300,18000,1000,1000,1000,1.92786,0.06017034431960827,2.00918,0.0029862929155177733,1.92102,0.18740044351438298,0.36102,0.055398592875740955,0.37534,0.05328502158043374,0.38924,0.0513821806597472,1.1639433333333333,1,0
28651,50000,2,3,1,49,0,0,-2,-2,-2,-2,36325,0,0,0,0,0,0,0,0,0,0,0,0.7265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12108333333333333,0,0
20396,20000,1,2,2,22,2,2,2,2,0,0,20433,19302,19276,19451,19641,20188,0,2100,1000,1000,1000,1000,1.02165,0.0,0.9651,0.10879701585327946,0.9638,0.05187798298402158,0.97255,0.05141123849673539,0.98205,0.0509139045873428,1.0094,0.049534376857539135,0.9857583333333334,4,0
26534,450000,2,3,1,56,1,-1,-1,-1,-1,-1,-4,831,-3,646,-2,418,835,0,649,0,420,1204,-8.888888888888888e-06,-208.75,0.0018466666666666666,0.0,-6.666666666666667e-06,-216.33333333333334,0.0014355555555555556,0.0,-4.444444444444444e-06,-210.0,0.0009288888888888889,2.8803827751196174,0.0006985185185185186,1,1
15358,280000,2,1,2,33,2,0,0,0,0,0,3192,4962,7860,10708,13516,16279,2000,3000,3000,3000,3000,3000,0.0114,0.6265664160401002,0.017721428571428572,0.6045949214026602,0.02807142857142857,0.3816793893129771,0.03824285714285714,0.28016436309301457,0.04827142857142857,0.2219591595146493,0.05813928571428571,0.1842865040850175,0.03364107142857143,1,0
4879,80000,2,1,2,27,-1,-1,-1,0,-1,-1,3199,1205,917,917,702,3099,1325,917,0,702,3099,0,0.0399875,0.41419193497968115,0.0150625,0.7609958506224066,0.0114625,0.0,0.0114625,0.7655398037077427,0.008775,4.414529914529915,0.0387375,0.0,0.020914583333333334,0,0
9999,80000,2,2,2,26,-1,2,2,-2,-2,-2,780,780,0,0,0,0,0,0,0,0,0,0,0.00975,0.0,0.00975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00325,2,1
8003,490000,1,1,1,43,-1,-1,-1,-1,-1,-1,25916,14187,56573,81414,62063,14122,14187,56717,81414,62063,14122,25417,0.052889795918367344,0.5474224417348357,0.028953061224489797,3.9978149009656727,0.11545510204081633,1.4390963887366766,0.16615102040816326,0.7623136069963397,0.1266591836734694,0.2275429805197944,0.028820408163265306,1.7998158901005523,0.08648809523809524,0,0
758,230000,2,2,1,30,2,0,-1,-1,-1,-1,9636,10152,1817,-828,6153,12663,1222,1837,0,7863,12675,2959,0.04189565217391304,0.12681610626816106,0.04413913043478261,0.18094956658786446,0.0079,0.0,-0.0036,-9.496376811594203,0.026752173913043478,2.059970745977572,0.055056521739130435,0.23367290531469637,0.028690579710144926,1,1
1381,60000,2,2,1,31,0,0,0,3,2,2,47000,49236,57752,56243,55213,58700,3000,10000,0,0,4400,2200,0.7833333333333333,0.06382978723404255,0.8206,0.2031034202615972,0.9625333333333334,0.0,0.9373833333333333,0.0,0.9202166666666667,0.07969137703077174,0.9783333333333334,0.03747870528109029,0.9004,3,0
6889,80000,1,2,2,23,0,-1,2,-1,-1,-2,25992,904,68,232,-604,-440,1000,0,1000,0,1000,0,0.3249,0.03847337642351493,0.0113,0.0,0.00085,14.705882352941176,0.0029,0.0,-0.00755,-1.6556291390728477,-0.0055,-0.0,0.054483333333333335,1,0
28703,260000,2,1,1,37,1,2,2,2,0,0,58261,59706,60969,59400,60315,63230,3000,2800,0,2500,4000,4000,0.22408076923076922,0.05149242203189097,0.22963846153846154,0.046896459317321545,0.23449615384615385,0.0,0.22846153846153847,0.04208754208754209,0.23198076923076924,0.06631849457017326,0.24319230769230768,0.06326111023248458,0.23197500000000001,4,0
5510,330000,1,3,1,49,0,0,0,0,0,0,217148,218414,216225,181352,181172,179835,7849,7919,6198,6525,6523,6122,0.6580242424242424,0.036145854440289574,0.661860606060606,0.03625683335317333,0.6552272727272728,0.028664585501214014,0.5495515151515151,0.03597975208434426,0.5490060606060606,0.03600445985030799,0.5449545454545455,0.03404231656796508,0.6031040404040403,0,0
25804,70000,2,1,2,27,0,0,2,0,0,0,72227,68097,65636,66114,66142,68380,6000,0,3000,2500,4100,4100,1.0318142857142858,0.08307142758248301,0.9728142857142857,0.0,0.9376571428571429,0.04570662441343165,0.9444857142857143,0.037813473696947694,0.9448857142857143,0.06198784433491579,0.9768571428571429,0.05995905235448962,0.9680857142857143,1,0
19593,170000,2,2,1,45,0,0,0,0,0,0,169625,169944,169829,162988,125969,127643,6081,6336,5205,4452,4592,4677,0.9977941176470588,0.03584966838614591,0.9996705882352941,0.03728286965117921,0.9989941176470588,0.030648475819795205,0.9587529411764706,0.027314894348050164,0.7409941176470588,0.036453413141328425,0.7508411764705882,0.036641257256567146,0.9078411764705882,0,0
8905,110000,1,2,1,34,0,0,0,0,0,0,102638,101681,100316,100512,102215,103909,4600,4000,4000,3800,4000,4000,0.9330727272727273,0.04481770884078022,0.9243727272727272,0.039338716180997435,0.9119636363636363,0.039873998165796086,0.9137454545454545,0.03780643107290672,0.9292272727272727,0.039133199628234604,0.9446272727272728,0.038495221780596486,0.9261681818181816,0,0
28493,50000,2,3,1,47,2,0,0,0,0,0,46666,47606,48350,48786,49277,50151,2100,2200,2000,2000,1755,1804,0.93332,0.045000642866326664,0.95212,0.04621266226946183,0.967,0.04136504653567735,0.97572,0.04099536752346985,0.98554,0.035614992795827666,1.00302,0.03597136647325078,0.9694533333333334,1,1
25898,360000,2,2,1,35,2,2,2,2,0,0,360996,370722,380523,372735,290210,290551,16500,16500,6,10306,10876,10323,1.0027666666666666,0.04570687763853339,1.0297833333333333,0.04450774434751647,1.0570083333333333,1.5767772250297618e-05,1.035375,0.027649670677559125,0.8061388888888888,0.03747631025808897,0.8070861111111111,0.03552904653572006,0.9563597222222221,4,1
9142,200000,1,1,2,30,-2,-1,0,0,0,2,-1883,9208,103360,77818,26276,3235,15143,100057,292,10019,16,810,-0.009415,-8.041954328199681,0.04604,10.86631190269331,0.5168,0.002825077399380805,0.38909,0.12874913259143128,0.13138,0.0006089206880803775,0.016175,0.250386398763524,0.18167833333333336,1,0
4725,180000,2,2,1,46,1,2,0,0,0,0,35916,30711,27555,26574,23123,30680,1711,1300,7504,1123,13000,0,0.19953333333333334,0.047638935293462525,0.17061666666666667,0.042330109732669076,0.15308333333333332,0.27232807113046636,0.14763333333333334,0.042259351245578385,0.1284611111111111,0.5622107857976906,0.17044444444444445,0.0,0.16162870370370372,2,0
28701,180000,2,3,1,35,0,0,0,0,0,2,175200,175285,60790,50479,28739,18037,7002,1807,2000,4000,0,33000,0.9733333333333334,0.03996575342465753,0.9738055555555556,0.010308925464243945,0.3377222222222222,0.032900148050666225,0.2804388888888889,0.07924087244200559,0.15966111111111111,0.0,0.10020555555555556,1.8295725453235017,0.4708611111111112,1,1
7907,70000,2,2,2,22,0,0,0,0,0,0,57889,33868,33390,26457,27165,27562,1592,1497,947,1134,1000,1021,0.8269857142857143,0.02750090690804816,0.48382857142857144,0.04420101570804299,0.477,0.02836178496555855,0.3779571428571429,0.0428620024946139,0.38807142857142857,0.03681207436039021,0.3937428571428571,0.037043755895798565,0.4912642857142857,0,0
14107,300000,2,2,1,49,-1,-1,-1,0,0,0,300,97,6497,5897,6005,0,97,6500,0,408,0,30000,0.001,0.3233333333333333,0.00032333333333333335,67.01030927835052,0.021656666666666668,0.0,0.019656666666666666,0.06918772257079871,0.020016666666666665,0.0,0.0,30000.0,0.010442222222222223,0,0
10295,180000,2,3,2,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4011,140000,2,3,2,31,0,0,0,0,0,0,92636,94641,96667,98883,79972,81642,3500,3600,3900,3000,3000,3200,0.6616857142857143,0.03778228766354333,0.6760071428571428,0.038038482264557645,0.6904785714285714,0.04034468846659149,0.7063071428571429,0.030338885349352265,0.5712285714285714,0.03751312959535837,0.5831571428571428,0.03919551211386296,0.6481440476190476,0,0
21442,120000,2,3,1,51,0,0,0,2,2,2,26496,28586,33828,34236,34734,35292,2800,6000,1200,1300,1200,0,0.2208,0.10567632850241546,0.23821666666666666,0.2098929545931575,0.2819,0.0354735721887194,0.2853,0.037971725668886555,0.28945,0.03454828122300915,0.2941,0.0,0.26829444444444445,3,0
4633,30000,2,2,1,30,0,0,0,-2,-2,-2,14451,15525,0,0,0,0,1525,0,0,0,0,0,0.4817,0.10552902913293198,0.5175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16653333333333334,0,0
17856,180000,1,2,2,27,0,0,0,0,0,0,147310,152047,143809,112323,112208,113887,7503,30018,4011,3802,4106,4006,0.8183888888888889,0.05093340574299097,0.8447055555555556,0.19742579597098267,0.7989388888888889,0.027891161192971234,0.6240166666666667,0.03384881101822423,0.6233777777777778,0.03659275630971054,0.6327055555555555,0.03517521754019335,0.7236888888888889,0,0
9026,20000,1,1,2,25,0,0,0,0,0,0,15848,16883,17839,18040,18414,16213,1595,1551,752,773,772,354,0.7924,0.10064361433619384,0.84415,0.09186755908310135,0.89195,0.04215482930657548,0.902,0.04284922394678492,0.9207,0.04192462256978386,0.81065,0.021834330475544315,0.8603083333333333,0,0
28983,240000,2,1,2,33,0,0,0,0,0,0,99938,92104,85194,83021,78556,78495,3500,4200,3600,3000,3000,3000,0.4164083333333333,0.03502171346234666,0.38376666666666664,0.045600625380005214,0.354975,0.04225649693640397,0.34592083333333334,0.03613543561267631,0.32731666666666664,0.03818931717500891,0.3270625,0.0382189948404357,0.3592416666666667,0,0
5731,50000,2,2,3,37,-1,-1,-1,-1,-1,0,1149,1420,1253,190,13390,9902,1424,1256,190,13400,30,16447,0.02298,1.2393385552654481,0.0284,0.8845070422535212,0.02506,0.1516360734237829,0.0038,70.52631578947368,0.2678,0.0022404779686333084,0.19804,1.6609775802868108,0.09101333333333333,0,0
9351,400000,2,2,1,34,-1,-1,0,-1,-1,0,14986,25772,12621,13983,3378,3770,25772,1500,13983,3378,2000,9353,0.037465,1.7197384225276926,0.06443,0.058202700605308084,0.0315525,1.1079153791300214,0.0349575,0.24157906028749196,0.008445,0.5920663114268798,0.009425,2.480901856763926,0.03104583333333333,0,0
9892,50000,1,2,1,32,0,0,0,0,0,0,50669,48942,27836,40346,38668,20016,1613,1484,3675,698,1000,706,1.01338,0.031834060273540035,0.97884,0.0303216051652977,0.55672,0.13202327920678258,0.80692,0.017300351955584197,0.77336,0.02586117720078618,0.40032,0.03527178257394085,0.7549233333333333,0,0
9752,240000,2,1,2,32,-1,-1,-1,-1,-1,-1,5695,9420,16278,8998,10242,19098,9420,16290,8998,10421,19098,6697,0.023729166666666666,1.6540825285338017,0.03925,1.7292993630573248,0.067825,0.5527706106401278,0.037491666666666666,1.158146254723272,0.042675,1.8646748681898067,0.079575,0.3506649910985444,0.048424305555555554,0,0
29013,100000,2,2,2,36,0,0,0,0,0,0,101513,98736,99072,91809,77499,76997,3600,5006,2910,2755,5000,5000,1.01513,0.03546343818033158,0.98736,0.05070085885593907,0.99072,0.029372577519379845,0.91809,0.03000795129017852,0.77499,0.06451696150918076,0.76997,0.06493759497123265,0.9093766666666666,0,0
29643,110000,1,1,2,29,2,0,0,0,2,0,77831,79365,81485,86309,84028,86114,3430,4000,7100,0,3600,3142,0.7075545454545454,0.04406984363556937,0.7215,0.0504000504000504,0.7407727272727272,0.08713260109222556,0.7846272727272727,0.0,0.7638909090909091,0.042842861903175135,0.7828545454545455,0.0364865178716585,0.7502,2,1
22126,230000,2,1,2,27,-1,-1,-1,-1,-1,-2,17077,22420,57255,34289,0,0,22437,57326,34311,0,0,0,0.07424782608695653,1.3138724600339637,0.09747826086956522,2.5569134701159677,0.24893478260869564,0.5992664396122609,0.14908260869565218,0.0,0.0,0.0,0.0,0.0,0.09495724637681159,0,1
16510,120000,1,1,2,24,2,-1,0,0,-2,-1,1330,2103,2473,1162,0,3443,2103,1170,1162,0,3443,0,0.011083333333333334,1.581203007518797,0.017525,0.5563480741797432,0.020608333333333333,0.46987464617873026,0.009683333333333334,0.0,0.0,3443.0,0.028691666666666667,0.0,0.01459861111111111,1,1
27831,200000,2,1,2,26,-2,-2,-2,-2,-2,-2,2364,442,33442,2140,964,2075,442,33448,2140,964,2075,7511,0.01182,0.18697123519458544,0.00221,75.67420814479638,0.16721,0.06399138807487591,0.0107,0.4504672897196262,0.00482,2.1524896265560165,0.010375,3.619759036144578,0.0345225,0,0
8009,20000,2,1,2,25,-1,-1,-1,-1,-1,-2,2650,0,855,640,0,0,0,855,640,0,0,2742,0.1325,0.0,0.0,855.0,0.04275,0.7485380116959064,0.032,0.0,0.0,0.0,0.0,2742.0,0.03454166666666667,0,0
27280,100000,1,2,1,39,0,0,-2,-2,-2,-2,91300,0,0,0,0,0,0,0,0,0,0,0,0.913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15216666666666667,0,0
11748,80000,2,1,2,31,-1,-1,-1,-1,-1,-1,5759,8395,1768,4284,7202,2014,8414,1775,4284,7202,2014,5218,0.0719875,1.4610175377669734,0.1049375,0.2114353782013103,0.0221,2.423076923076923,0.05355,1.681139122315593,0.090025,0.2796445431824493,0.025175,2.5908639523336645,0.061295833333333334,0,0
27110,70000,1,2,2,36,0,0,0,0,0,0,20857,22199,23834,25353,27075,28092,2000,2000,2000,2000,3000,830,0.29795714285714286,0.09589106774703936,0.3171285714285714,0.09009414838506238,0.3404857142857143,0.0839137366786943,0.3621857142857143,0.07888612787441328,0.3867857142857143,0.11080332409972299,0.40131428571428573,0.029545778157482556,0.3509761904761905,0,0
11048,50000,2,2,1,28,1,2,0,0,2,0,5490,4471,5570,6676,5235,3728,0,1200,1308,0,500,1000,0.1098,0.0,0.08942,0.2683963319167971,0.1114,0.2348294434470377,0.13352,0.0,0.1047,0.09551098376313276,0.07456,0.26824034334763946,0.10389999999999999,3,0
4621,230000,2,1,2,30,-1,-1,-1,-1,-1,-1,754,-441,4410,0,711,5650,0,4851,0,711,5650,0,0.0032782608695652174,0.0,-0.001917391304347826,-11.0,0.01917391304347826,0.0,0.0,711.0,0.003091304347826087,7.946554149085794,0.024565217391304347,0.0,0.008031884057971015,0,0
10597,50000,2,2,1,50,0,0,0,0,0,0,48926,45156,27762,19238,15585,15892,2036,1243,3991,712,715,582,0.97852,0.04161386583820464,0.90312,0.0275267959961024,0.55524,0.1437576543476695,0.38476,0.037010084208337665,0.3117,0.04587744626243183,0.31784,0.036622199848980616,0.5751966666666667,0,1
24351,50000,1,3,1,45,4,3,2,0,0,0,50419,49331,48268,49075,49475,48575,0,0,2000,1000,1000,2000,1.00838,0.0,0.98662,0.0,0.96536,0.041435319466313084,0.9815,0.020376974019358125,0.9895,0.0202122283981809,0.9715,0.041173443129181676,0.98381,3,1
8268,30000,1,3,2,25,0,0,0,0,0,2,22821,23846,24864,25360,26999,26414,1397,1415,911,2051,0,1500,0.7607,0.0612155470838263,0.7948666666666667,0.059339092510274256,0.8288,0.03663931788931789,0.8453333333333334,0.08087539432176656,0.8999666666666667,0.0,0.8804666666666666,0.05678806693420156,0.8350222222222223,1,0
14271,160000,2,1,1,40,-1,-1,-1,-1,0,-1,326,326,326,652,326,476,326,326,652,0,476,326,0.0020375,1.0,0.0020375,1.0,0.0020375,2.0,0.004075,0.0,0.0020375,1.460122699386503,0.002975,0.6848739495798319,0.002533333333333333,0,1
